,zipcode,city,state,popsum
5752,16051,Portersville,Pennsylvania,8221.0
5753,16052,Prospect,Pennsylvania,5286.0
5754,16053,Renfrew,Pennsylvania,8029.0
5755,16054,Saint Petersburg,Pennsylvania,1321.0
5756,16055,Sarver,Pennsylvania,10420.0
5757,16056,Saxonburg,Pennsylvania,5801.0
5758,16057,Slippery Rock,Pennsylvania,15669.0
5760,16059,Valencia,Pennsylvania,20179.0
5761,16061,West Sunbury,Pennsylvania,5722.0
5762,16063,Zelienople,Pennsylvania,16788.0
5763,16066,Cranberry Township,Pennsylvania,56979.0
5764,16101,New Castle,Pennsylvania,58811.0
5765,16102,New Castle,Pennsylvania,14983.0
5767,16105,New Castle,Pennsylvania,33074.0
5770,16110,Adamsville,Pennsylvania,711.0
5771,16111,Atlantic,Pennsylvania,2987.0
5772,16112,Bessemer,Pennsylvania,2605.0
5773,16113,Clark,Pennsylvania,924.0
5774,16114,Clarks Mills,Pennsylvania,1316.0
5775,16115,Darlington,Pennsylvania,8977.0
5776,16116,Edinburg,Pennsylvania,5448.0
5777,16117,Ellwood City,Pennsylvania,44500.0
5778,16120,Enon Valley,Pennsylvania,6433.0
5779,16121,Farrell,Pennsylvania,12061.0
5780,16123,Fombell,Pennsylvania,2635.0
5781,16124,Fredonia,Pennsylvania,4864.0
5782,16125,Greenville,Pennsylvania,48314.0
5783,16127,Grove City,Pennsylvania,44126.0
5784,16130,Hadley,Pennsylvania,4418.0
5785,16131,Hartstown,Pennsylvania,1578.0
5786,16132,Hillsville,Pennsylvania,386.0
5787,16133,Jackson Center,Pennsylvania,2615.0
5788,16134,Jamestown,Pennsylvania,11054.0
5789,16136,Koppel,Pennsylvania,457.0
5790,16137,Mercer,Pennsylvania,21353.0
5791,16140,New Bedford,Pennsylvania,217.0
5792,16141,New Galilee,Pennsylvania,2978.0
5793,16142,New Wilmington,Pennsylvania,15214.0
5794,16143,Pulaski,Pennsylvania,3144.0
5795,16145,Sandy Lake,Pennsylvania,3103.0
5796,16146,Sharon,Pennsylvania,36997.0
5797,16148,Hermitage,Pennsylvania,35993.0
5798,16150,Sharpsville,Pennsylvania,19461.0
5799,16151,Sheakleyville,Pennsylvania,75.0
5800,16153,Stoneboro,Pennsylvania,6770.0
5801,16154,Transfer,Pennsylvania,6461.0
5802,16155,Villa Maria,Pennsylvania,251.0
5803,16156,Volant,Pennsylvania,4027.0
5804,16157,Wampum,Pennsylvania,1706.0
5805,16159,West Middlesex,Pennsylvania,12758.0
5806,16160,West Pittsburg,Pennsylvania,2293.0
5807,16161,Wheatland,Pennsylvania,366.0
5809,16201,Kittanning,Pennsylvania,50106.0
5810,16210,Adrian,Pennsylvania,1570.0
5811,16211,Beyer,Pennsylvania,281.0
5812,16212,Cadogan,Pennsylvania,732.0
5813,16213,Callensburg,Pennsylvania,303.0
5814,16214,Clarion,Pennsylvania,25209.0
5815,16217,Cooksburg,Pennsylvania,68.0
5816,16218,Cowansville,Pennsylvania,1448.0
5819,16222,Dayton,Pennsylvania,4086.0
5820,16223,Distant,Pennsylvania,339.0
5821,16224,Fairmount City,Pennsylvania,2500.0
5823,16226,Ford City,Pennsylvania,20121.0
5824,16228,Ford Cliff,Pennsylvania,810.0
5825,16229,Freeport,Pennsylvania,3069.0
5826,16230,Hawthorn,Pennsylvania,769.0
5827,16232,Knox,Pennsylvania,7154.0
5828,16233,Leeper,Pennsylvania,745.0
5830,16235,Lucinda,Pennsylvania,3395.0
5831,16236,Mc Grann,Pennsylvania,341.0
5832,16238,Manorville,Pennsylvania,1130.0
5833,16239,Marienville,Pennsylvania,10792.0
5834,16240,Mayport,Pennsylvania,4143.0
5835,16242,New Bethlehem,Pennsylvania,10643.0
5836,16244,Nu Mine,Pennsylvania,560.0
5837,16245,Oak Ridge,Pennsylvania,327.0
5838,16246,Plumville,Pennsylvania,665.0
5839,16248,Rimersburg,Pennsylvania,8505.0
5840,16249,Rural Valley,Pennsylvania,4464.0
5841,16250,Sagamore,Pennsylvania,859.0
5842,16253,Seminole,Pennsylvania,101.0
5843,16254,Shippenville,Pennsylvania,5590.0
5844,16255,Sligo,Pennsylvania,3296.0
5845,16256,Smicksburg,Pennsylvania,5551.0
5847,16258,Strattanville,Pennsylvania,2228.0
5848,16259,Templeton,Pennsylvania,4004.0
5849,16260,Vowinckel,Pennsylvania,674.0
5851,16262,Worthington,Pennsylvania,5355.0
5852,16263,Yatesboro,Pennsylvania,885.0
5853,16301,Oil City,Pennsylvania,26958.0
5854,16311,Carlton,Pennsylvania,1256.0
5855,16312,Chandlers Valley,Pennsylvania,61.0
5856,16313,Clarendon,Pennsylvania,4072.0
5857,16314,Cochranton,Pennsylvania,3446.0
5858,16316,Conneaut Lake,Pennsylvania,8381.0
5859,16317,Cooperstown,Pennsylvania,2913.0
5860,16319,Cranberry,Pennsylvania,2206.0
5861,16321,East Hickory,Pennsylvania,195.0
5862,16322,Endeavor,Pennsylvania,407.0
5863,16323,Franklin,Pennsylvania,35843.0
5864,16326,Fryburg,Pennsylvania,810.0
5865,16327,Guys Mills,Pennsylvania,3477.0
5866,16328,Hydetown,Pennsylvania,177.0
5867,16329,Irvine,Pennsylvania,851.0
5868,16331,Kossuth,Pennsylvania,139.0
5869,16332,Lickingville,Pennsylvania,115.0
5870,16333,Ludlow,Pennsylvania,181.0
5871,16334,Marble,Pennsylvania,240.0
5872,16335,Meadville,Pennsylvania,66300.0
5873,16340,Pittsfield,Pennsylvania,4722.0
5874,16341,Pleasantville,Pennsylvania,5553.0
5875,16342,Polk,Pennsylvania,5978.0
5876,16343,Reno,Pennsylvania,1005.0
5877,16344,Rouseville,Pennsylvania,853.0
5878,16345,Russell,Pennsylvania,9674.0
5879,16346,Seneca,Pennsylvania,6713.0
5880,16347,Sheffield,Pennsylvania,4801.0
5881,16350,Sugar Grove,Pennsylvania,4479.0
5882,16351,Tidioute,Pennsylvania,4488.0
5883,16352,Tiona,Pennsylvania,554.0
5884,16353,Tionesta,Pennsylvania,7306.0
5885,16354,Titusville,Pennsylvania,23640.0
5886,16360,Townville,Pennsylvania,1488.0
5887,16361,Tylersburg,Pennsylvania,108.0
5888,16362,Utica,Pennsylvania,2430.0
5889,16364,Venus,Pennsylvania,2261.0
5890,16365,Warren,Pennsylvania,46992.0
5895,16370,West Hickory,Pennsylvania,278.0
5896,16371,Youngsville,Pennsylvania,5280.0
5897,16372,Clintonville,Pennsylvania,554.0
5898,16373,Emlenton,Pennsylvania,6272.0
5899,16374,Kennerdell,Pennsylvania,3275.0
5902,16401,Albion,Pennsylvania,18218.0
5903,16402,Bear Lake,Pennsylvania,1542.0
5904,16403,Cambridge Springs,Pennsylvania,14254.0
5905,16404,Centerville,Pennsylvania,8322.0
5906,16405,Columbus,Pennsylvania,2445.0
5907,16406,Conneautville,Pennsylvania,7414.0
5908,16407,Corry,Pennsylvania,13066.0
5909,16410,Cranesville,Pennsylvania,3061.0
5910,16411,East Springfield,Pennsylvania,2423.0
5911,16412,Edinboro,Pennsylvania,11535.0
5913,16415,Fairview,Pennsylvania,10856.0
5914,16416,Garland,Pennsylvania,537.0
5915,16417,Girard,Pennsylvania,21223.0
5916,16420,Grand Valley,Pennsylvania,1776.0
5917,16421,Harborcreek,Pennsylvania,5510.0
5918,16422,Harmonsburg,Pennsylvania,646.0
5919,16423,Lake City,Pennsylvania,7794.0
5920,16424,Linesville,Pennsylvania,12679.0
5921,16426,Mc Kean,Pennsylvania,10235.0
5922,16427,Mill Village,Pennsylvania,401.0
5923,16428,North East,Pennsylvania,26471.0
5926,16433,Saegertown,Pennsylvania,11709.0
5927,16434,Spartansburg,Pennsylvania,6704.0
5928,16435,Springboro,Pennsylvania,3362.0
5929,16436,Spring Creek,Pennsylvania,1252.0
5930,16438,Union City,Pennsylvania,17831.0
5931,16440,Venango,Pennsylvania,666.0
5932,16441,Waterford,Pennsylvania,21272.0
5933,16442,Wattsburg,Pennsylvania,8156.0
5934,16443,West Springfield,Pennsylvania,2400.0
5935,16444,Edinboro,Pennsylvania,3978.0
5937,16501,Erie,Pennsylvania,2999.0
5938,16502,Erie,Pennsylvania,36846.0
5939,16503,Erie,Pennsylvania,36688.0
5940,16504,Erie,Pennsylvania,35796.0
5941,16505,Erie,Pennsylvania,46738.0
5942,16506,Erie,Pennsylvania,51902.0
5943,16507,Erie,Pennsylvania,24540.0
5944,16508,Erie,Pennsylvania,17878.0
5945,16509,Erie,Pennsylvania,42012.0
5946,16510,Erie,Pennsylvania,14386.0
5947,16511,Erie,Pennsylvania,13400.0
5958,16546,Erie,Pennsylvania,3087.0
5961,16563,Erie,Pennsylvania,1365.0
5963,16601,Altoona,Pennsylvania,94037.0
5964,16602,Altoona,Pennsylvania,32720.0
5966,16611,Alexandria,Pennsylvania,5608.0
5967,16613,Ashville,Pennsylvania,3139.0
5968,16616,Beccaria,Pennsylvania,119.0
5969,16617,Bellwood,Pennsylvania,5928.0
5970,16619,Blandburg,Pennsylvania,717.0
5971,16620,Brisbin,Pennsylvania,668.0
5972,16621,Broad Top,Pennsylvania,2031.0
5973,16622,Calvin,Pennsylvania,394.0
5974,16623,Cassville,Pennsylvania,1561.0
5975,16624,Chest Springs,Pennsylvania,438.0
5976,16625,Claysburg,Pennsylvania,6069.0
5977,16627,Coalport,Pennsylvania,2681.0
5979,16630,Cresson,Pennsylvania,13711.0
5980,16631,Curryville,Pennsylvania,98.0
5981,16633,Defiance,Pennsylvania,217.0
5982,16634,Dudley,Pennsylvania,392.0
5983,16635,Duncansville,Pennsylvania,22770.0
5984,16636,Dysart,Pennsylvania,887.0
5985,16637,East Freedom,Pennsylvania,3086.0
5986,16638,Entriken,Pennsylvania,178.0
5987,16639,Fallentimber,Pennsylvania,3895.0
5988,16640,Flinton,Pennsylvania,2139.0
5989,16641,Gallitzin,Pennsylvania,5855.0
5991,16645,Glen Hope,Pennsylvania,288.0
5992,16646,Hastings,Pennsylvania,4394.0
5993,16647,Hesston,Pennsylvania,1932.0
5994,16648,Hollidaysburg,Pennsylvania,16363.0
5995,16650,Hopewell,Pennsylvania,2135.0
5996,16651,Houtzdale,Pennsylvania,11224.0
5997,16652,Huntingdon,Pennsylvania,45579.0
5999,16655,Imler,Pennsylvania,3379.0
6000,16656,Irvona,Pennsylvania,2111.0
6001,16657,James Creek,Pennsylvania,3417.0
6002,16659,Loysburg,Pennsylvania,342.0
6004,16661,Madera,Pennsylvania,1081.0
6005,16662,Martinsburg,Pennsylvania,7470.0
6007,16664,New Enterprise,Pennsylvania,3510.0
6008,16665,Newry,Pennsylvania,671.0
6009,16666,Osceola Mills,Pennsylvania,6291.0
6010,16667,Osterburg,Pennsylvania,1731.0
6011,16668,Patton,Pennsylvania,5743.0
6012,16669,Petersburg,Pennsylvania,6033.0
6013,16670,Queen,Pennsylvania,123.0
6014,16671,Ramey,Pennsylvania,1178.0
6015,16672,Riddlesburg,Pennsylvania,345.0
6016,16673,Roaring Spring,Pennsylvania,9049.0
6017,16674,Robertsdale,Pennsylvania,1440.0
6019,16677,Sandy Ridge,Pennsylvania,1080.0
6020,16678,Saxton,Pennsylvania,6197.0
6021,16679,Six Mile Run,Pennsylvania,902.0
6022,16680,Smithmill,Pennsylvania,1111.0
6024,16682,Sproul,Pennsylvania,246.0
6025,16683,Spruce Creek,Pennsylvania,790.0
6027,16685,Todd,Pennsylvania,637.0
6028,16686,Tyrone,Pennsylvania,29422.0
6029,16689,Waterfall,Pennsylvania,1014.0
6030,16691,Wells Tannery,Pennsylvania,216.0
6031,16692,Westover,Pennsylvania,915.0
6032,16693,Williamsburg,Pennsylvania,9013.0
6033,16694,Wood,Pennsylvania,264.0
6034,16695,Woodbury,Pennsylvania,3150.0
6036,16699,Cresson,Pennsylvania,1961.0
6037,16701,Bradford,Pennsylvania,29882.0
6038,16720,Austin,Pennsylvania,2941.0
6039,16724,Crosby,Pennsylvania,394.0
6040,16725,Custer City,Pennsylvania,459.0
6041,16726,Cyclone,Pennsylvania,916.0
6042,16727,Derrick City,Pennsylvania,398.0
6043,16728,De Young,Pennsylvania,23.0
6044,16729,Duke Center,Pennsylvania,1766.0
6045,16730,East Smethport,Pennsylvania,308.0
6046,16731,Eldred,Pennsylvania,8011.0
6047,16732,Gifford,Pennsylvania,491.0
6048,16733,Hazel Hurst,Pennsylvania,482.0
6049,16734,James City,Pennsylvania,778.0
6050,16735,Kane,Pennsylvania,16804.0
6051,16738,Lewis Run,Pennsylvania,4551.0
6052,16740,Mount Jewett,Pennsylvania,1659.0
6053,16743,Port Allegany,Pennsylvania,4686.0
6054,16744,Rew,Pennsylvania,948.0
6055,16745,Rixford,Pennsylvania,1337.0
6056,16746,Roulette,Pennsylvania,2146.0
6057,16748,Shinglehouse,Pennsylvania,7571.0
6058,16749,Smethport,Pennsylvania,11685.0
6059,16750,Turtlepoint,Pennsylvania,726.0
6060,16801,State College,Pennsylvania,69605.0
6061,16802,University Park,Pennsylvania,18563.0
6062,16803,State College,Pennsylvania,40199.0
6065,16820,Aaronsburg,Pennsylvania,2781.0
6066,16821,Allport,Pennsylvania,527.0
6067,16822,Beech Creek,Pennsylvania,2544.0
6068,16823,Bellefonte,Pennsylvania,70211.0
6069,16825,Bigler,Pennsylvania,500.0
6070,16826,Blanchard,Pennsylvania,1713.0
6071,16827,Boalsburg,Pennsylvania,6065.0
6072,16828,Centre Hall,Pennsylvania,11925.0
6073,16829,Clarence,Pennsylvania,1483.0
6074,16830,Clearfield,Pennsylvania,23993.0
6075,16832,Coburn,Pennsylvania,744.0
6076,16833,Curwensville,Pennsylvania,13445.0
6077,16834,Drifting,Pennsylvania,672.0
6078,16835,Fleming,Pennsylvania,520.0
6079,16836,Frenchville,Pennsylvania,1295.0
6080,16837,Glen Richey,Pennsylvania,321.0
6081,16838,Grampian,Pennsylvania,4168.0
6082,16839,Grassflat,Pennsylvania,794.0
6083,16840,Hawk Run,Pennsylvania,796.0
6084,16841,Howard,Pennsylvania,16052.0
6085,16843,Hyde,Pennsylvania,1354.0
6086,16844,Julian,Pennsylvania,7204.0
6087,16845,Karthaus,Pennsylvania,2739.0
6088,16847,Kylertown,Pennsylvania,208.0
6089,16848,Lamar,Pennsylvania,491.0
6090,16849,Lanse,Pennsylvania,520.0
6092,16851,Lemont,Pennsylvania,908.0
6093,16852,Madisonburg,Pennsylvania,572.0
6094,16853,Milesburg,Pennsylvania,621.0
6095,16854,Millheim,Pennsylvania,1015.0
6096,16855,Mineral Springs,Pennsylvania,729.0
6098,16858,Morrisdale,Pennsylvania,9530.0
6099,16859,Moshannon,Pennsylvania,1352.0
6100,16860,Munson,Pennsylvania,1169.0
6101,16861,New Millport,Pennsylvania,827.0
6102,16863,Olanta,Pennsylvania,1244.0
6104,16865,Pennsylvania Furnace,Pennsylvania,3752.0
6105,16866,Philipsburg,Pennsylvania,26528.0
6106,16868,Pine Grove Mills,Pennsylvania,845.0
6107,16870,Port Matilda,Pennsylvania,8109.0
6108,16871,Pottersdale,Pennsylvania,100.0
6109,16872,Rebersburg,Pennsylvania,1085.0
6111,16874,Snow Shoe,Pennsylvania,2968.0
6112,16875,Spring Mills,Pennsylvania,8970.0
6113,16876,Wallaceton,Pennsylvania,829.0
6114,16877,Warriors Mark,Pennsylvania,2883.0
6115,16878,West Decatur,Pennsylvania,2853.0
6116,16879,Winburne,Pennsylvania,1129.0
6117,16881,Woodland,Pennsylvania,3629.0
6118,16882,Woodward,Pennsylvania,213.0
6119,16901,Wellsboro,Pennsylvania,20983.0
6121,16911,Arnot,Pennsylvania,855.0
6122,16912,Blossburg,Pennsylvania,2799.0
6123,16914,Columbia Cross Roads,Pennsylvania,6218.0
6124,16915,Coudersport,Pennsylvania,16045.0
6125,16917,Covington,Pennsylvania,2548.0
6126,16920,Elkland,Pennsylvania,4234.0
6127,16921,Gaines,Pennsylvania,1180.0
6128,16922,Galeton,Pennsylvania,5378.0
6129,16923,Genesee,Pennsylvania,1567.0
6130,16925,Gillett,Pennsylvania,8063.0
6131,16926,Granville Summit,Pennsylvania,1325.0
6132,16927,Harrison Valley,Pennsylvania,1681.0
6133,16928,Knoxville,Pennsylvania,2411.0
6134,16929,Lawrenceville,Pennsylvania,3820.0
6135,16930,Liberty,Pennsylvania,2152.0
6136,16932,Mainesburg,Pennsylvania,902.0
6137,16933,Mansfield,Pennsylvania,13308.0
6138,16935,Middlebury Center,Pennsylvania,3283.0
6139,16936,Millerton,Pennsylvania,2510.0
6140,16937,Mills,Pennsylvania,379.0
6141,16938,Morris,Pennsylvania,1623.0
6142,16939,Morris Run,Pennsylvania,810.0
6143,16940,Nelson,Pennsylvania,516.0
6144,16941,Genesee,Pennsylvania,86.0
6145,16942,Osceola,Pennsylvania,2288.0
6146,16943,Sabinsville,Pennsylvania,910.0
6148,16946,Tioga,Pennsylvania,5242.0
6149,16947,Troy,Pennsylvania,10296.0
6150,16948,Ulysses,Pennsylvania,1891.0
6151,16950,Westfield,Pennsylvania,4115.0
6153,17002,Allensville,Pennsylvania,2080.0
6154,17003,Annville,Pennsylvania,23217.0
6155,17004,Belleville,Pennsylvania,10382.0
6156,17005,Berrysburg,Pennsylvania,891.0
6157,17006,Blain,Pennsylvania,2079.0
6158,17007,Boiling Springs,Pennsylvania,11998.0
6159,17009,Burnham,Pennsylvania,5376.0
6160,17010,Campbelltown,Pennsylvania,132.0
6161,17011,Camp Hill,Pennsylvania,71041.0
6163,17013,Carlisle,Pennsylvania,45402.0
6165,17015,Carlisle,Pennsylvania,53443.0
6166,17016,Cornwall,Pennsylvania,1234.0
6167,17017,Dalmatia,Pennsylvania,4855.0
6168,17018,Dauphin,Pennsylvania,6472.0
6169,17019,Dillsburg,Pennsylvania,19642.0
6170,17020,Duncannon,Pennsylvania,4950.0
6171,17021,East Waterford,Pennsylvania,1934.0
6172,17022,Elizabethtown,Pennsylvania,65033.0
6173,17023,Elizabethville,Pennsylvania,7632.0
6174,17024,Elliottsburg,Pennsylvania,5215.0
6175,17025,Enola,Pennsylvania,29992.0
6176,17026,Fredericksburg,Pennsylvania,9958.0
6177,17027,Grantham,Pennsylvania,3629.0
6178,17028,Grantville,Pennsylvania,7807.0
6179,17029,Granville,Pennsylvania,974.0
6180,17030,Gratz,Pennsylvania,1809.0
6181,17032,Halifax,Pennsylvania,9535.0
6182,17033,Hershey,Pennsylvania,29965.0
6183,17034,Highspire,Pennsylvania,5360.0
6184,17035,Honey Grove,Pennsylvania,555.0
6185,17036,Hummelstown,Pennsylvania,34049.0
6186,17037,Ickesburg,Pennsylvania,2266.0
6187,17038,Jonestown,Pennsylvania,13940.0
6188,17039,Kleinfeltersville,Pennsylvania,83.0
6189,17040,Landisburg,Pennsylvania,1217.0
6190,17041,Lawn,Pennsylvania,562.0
6191,17042,Lebanon,Pennsylvania,58305.0
6192,17043,Lemoyne,Pennsylvania,7107.0
6193,17044,Lewistown,Pennsylvania,56197.0
6194,17045,Liverpool,Pennsylvania,8722.0
6195,17046,Lebanon,Pennsylvania,50583.0
6196,17047,Loysville,Pennsylvania,5561.0
6197,17048,Lykens,Pennsylvania,10366.0
6198,17049,Mc Alisterville,Pennsylvania,6424.0
6199,17050,Mechanicsburg,Pennsylvania,82356.0
6200,17051,Mc Veytown,Pennsylvania,10533.0
6201,17052,Mapleton Depot,Pennsylvania,2796.0
6202,17053,Marysville,Pennsylvania,12343.0
6204,17055,Mechanicsburg,Pennsylvania,40791.0
6205,17056,Mexico,Pennsylvania,287.0
6206,17057,Middletown,Pennsylvania,26382.0
6207,17058,Mifflin,Pennsylvania,3319.0
6208,17059,Mifflintown,Pennsylvania,15973.0
6209,17060,Mill Creek,Pennsylvania,3583.0
6210,17061,Millersburg,Pennsylvania,15071.0
6211,17062,Millerstown,Pennsylvania,1927.0
6212,17063,Milroy,Pennsylvania,3817.0
6213,17064,Mount Gretna,Pennsylvania,1021.0
6214,17065,Mount Holly Springs,Pennsylvania,6587.0
6215,17066,Mount Union,Pennsylvania,11366.0
6216,17067,Myerstown,Pennsylvania,30837.0
6217,17068,New Bloomfield,Pennsylvania,8993.0
6218,17069,New Buffalo,Pennsylvania,217.0
6219,17070,New Cumberland,Pennsylvania,24671.0
6220,17071,New Germantown,Pennsylvania,142.0
6221,17072,New Kingstown,Pennsylvania,421.0
6222,17073,Newmanstown,Pennsylvania,14234.0
6223,17074,Newport,Pennsylvania,12868.0
6224,17075,Newton Hamilton,Pennsylvania,195.0
6225,17076,Oakland Mills,Pennsylvania,132.0
6226,17077,Ono,Pennsylvania,90.0
6227,17078,Palmyra,Pennsylvania,20715.0
6228,17080,Pillow,Pennsylvania,662.0
6229,17081,Plainfield,Pennsylvania,609.0
6230,17082,Port Royal,Pennsylvania,9469.0
6231,17083,Quentin,Pennsylvania,177.0
6232,17084,Reedsville,Pennsylvania,5353.0
6234,17086,Richfield,Pennsylvania,6663.0
6235,17087,Richland,Pennsylvania,5911.0
6236,17088,Schaefferstown,Pennsylvania,2223.0
6238,17090,Shermans Dale,Pennsylvania,7597.0
6239,17093,Summerdale,Pennsylvania,1760.0
6240,17094,Thompsontown,Pennsylvania,4864.0
6241,17097,Wiconisco,Pennsylvania,2551.0
6242,17098,Williamstown,Pennsylvania,4554.0
6243,17099,Yeagertown,Pennsylvania,1514.0
6244,17101,Harrisburg,Pennsylvania,5849.0
6245,17102,Harrisburg,Pennsylvania,11778.0
6246,17103,Harrisburg,Pennsylvania,23329.0
6247,17104,Harrisburg,Pennsylvania,32494.0
6252,17109,Harrisburg,Pennsylvania,63373.0
6253,17110,Harrisburg,Pennsylvania,64912.0
6254,17111,Harrisburg,Pennsylvania,68130.0
6255,17112,Harrisburg,Pennsylvania,51931.0
6256,17113,Harrisburg,Pennsylvania,17472.0
6257,17120,Harrisburg,Pennsylvania,0.0
6270,17201,Chambersburg,Pennsylvania,17412.0
6271,17202,Chambersburg,Pennsylvania,62673.0
6272,17210,Amberson,Pennsylvania,227.0
6273,17211,Artemas,Pennsylvania,778.0
6274,17212,Big Cove Tannery,Pennsylvania,1522.0
6275,17213,Blairs Mills,Pennsylvania,1063.0
6276,17214,Blue Ridge Summit,Pennsylvania,2841.0
6277,17215,Burnt Cabins,Pennsylvania,210.0
6278,17217,Concord,Pennsylvania,328.0
6279,17219,Doylesburg,Pennsylvania,867.0
6280,17220,Dry Run,Pennsylvania,1422.0
6281,17221,Fannettsburg,Pennsylvania,1807.0
6282,17222,Fayetteville,Pennsylvania,18671.0
6283,17223,Fort Littleton,Pennsylvania,570.0
6284,17224,Fort Loudon,Pennsylvania,1849.0
6285,17225,Greencastle,Pennsylvania,48795.0
6286,17228,Harrisonville,Pennsylvania,2016.0
6287,17229,Hustontown,Pennsylvania,2099.0
6290,17233,Mc Connellsburg,Pennsylvania,10785.0
6291,17235,Marion,Pennsylvania,1411.0
6292,17236,Mercersburg,Pennsylvania,17877.0
6293,17237,Mont Alto,Pennsylvania,2157.0
6294,17238,Needmore,Pennsylvania,2071.0
6295,17239,Neelyton,Pennsylvania,456.0
6296,17240,Newburg,Pennsylvania,5614.0
6297,17241,Newville,Pennsylvania,19265.0
6298,17243,Orbisonia,Pennsylvania,2869.0
6299,17244,Orrstown,Pennsylvania,5233.0
6300,17246,Pleasant Hall,Pennsylvania,327.0
6301,17247,Quincy,Pennsylvania,812.0
6302,17249,Rockhill Furnace,Pennsylvania,774.0
6303,17250,Rouzerville,Pennsylvania,108.0
6304,17251,Roxbury,Pennsylvania,344.0
6305,17252,Saint Thomas,Pennsylvania,9629.0
6306,17253,Saltillo,Pennsylvania,715.0
6307,17254,Scotland,Pennsylvania,206.0
6308,17255,Shade Gap,Pennsylvania,1127.0
6309,17256,Shady Grove,Pennsylvania,198.0
6310,17257,Shippensburg,Pennsylvania,47122.0
6311,17260,Shirleysburg,Pennsylvania,1945.0
6312,17261,South Mountain,Pennsylvania,512.0
6313,17262,Spring Run,Pennsylvania,3832.0
6314,17263,State Line,Pennsylvania,988.0
6315,17264,Three Springs,Pennsylvania,5691.0
6316,17265,Upperstrasburg,Pennsylvania,1001.0
6317,17266,Walnut Bottom,Pennsylvania,1546.0
6318,17267,Warfordsburg,Pennsylvania,1536.0
6319,17268,Waynesboro,Pennsylvania,45234.0
6320,17271,Willow Hill,Pennsylvania,704.0
6321,17272,Zullinger,Pennsylvania,770.0
6322,17301,Abbottstown,Pennsylvania,6660.0
6323,17302,Airville,Pennsylvania,8151.0
6325,17304,Aspers,Pennsylvania,6833.0
6326,17306,Bendersville,Pennsylvania,207.0
6327,17307,Biglerville,Pennsylvania,12250.0
6328,17309,Brogue,Pennsylvania,4525.0
6330,17311,Codorus,Pennsylvania,667.0
6332,17313,Dallastown,Pennsylvania,26927.0
6333,17314,Delta,Pennsylvania,15744.0
6334,17315,Dover,Pennsylvania,71084.0
6335,17316,East Berlin,Pennsylvania,17770.0
6336,17317,East Prospect,Pennsylvania,1268.0
6337,17318,Emigsville,Pennsylvania,583.0
6338,17319,Etters,Pennsylvania,23003.0
6339,17320,Fairfield,Pennsylvania,9467.0
6340,17321,Fawn Grove,Pennsylvania,5938.0
6341,17322,Felton,Pennsylvania,9584.0
6343,17324,Gardners,Pennsylvania,5297.0
6344,17325,Gettysburg,Pennsylvania,28244.0
6345,17327,Glen Rock,Pennsylvania,16450.0
6346,17329,Glenville,Pennsylvania,6167.0
6347,17331,Hanover,Pennsylvania,59007.0
6352,17339,Lewisberry,Pennsylvania,18669.0
6353,17340,Littlestown,Pennsylvania,28865.0
6355,17343,Mc Knightstown,Pennsylvania,450.0
6356,17344,Mc Sherrystown,Pennsylvania,9895.0
6357,17345,Manchester,Pennsylvania,16201.0
6358,17347,Mount Wolf,Pennsylvania,13248.0
6359,17349,New Freedom,Pennsylvania,15902.0
6360,17350,New Oxford,Pennsylvania,28090.0
6361,17352,New Park,Pennsylvania,2755.0
6362,17353,Orrtanna,Pennsylvania,8494.0
6364,17355,Railroad,Pennsylvania,556.0
6365,17356,Red Lion,Pennsylvania,46234.0
6367,17360,Seven Valleys,Pennsylvania,15723.0
6368,17361,Shrewsbury,Pennsylvania,9606.0
6369,17362,Spring Grove,Pennsylvania,19965.0
6370,17363,Stewartstown,Pennsylvania,24353.0
6371,17364,Thomasville,Pennsylvania,4676.0
6372,17365,Wellsville,Pennsylvania,4477.0
6373,17366,Windsor,Pennsylvania,14801.0
6374,17368,Wrightsville,Pennsylvania,15523.0
6375,17370,York Haven,Pennsylvania,15205.0
6376,17371,York New Salem,Pennsylvania,449.0
6377,17372,York Springs,Pennsylvania,4202.0
6379,17401,York,Pennsylvania,43894.0
6380,17402,York,Pennsylvania,58667.0
6381,17403,York,Pennsylvania,109761.0
6382,17404,York,Pennsylvania,41229.0
6384,17406,York,Pennsylvania,47106.0
6385,17407,York,Pennsylvania,1719.0
6386,17408,York,Pennsylvania,46836.0
6387,17501,Akron,Pennsylvania,4605.0
6388,17502,Bainbridge,Pennsylvania,5242.0
6391,17505,Bird In Hand,Pennsylvania,3724.0
6393,17507,Bowmansville,Pennsylvania,161.0
6394,17508,Brownstown,Pennsylvania,732.0
6395,17509,Christiana,Pennsylvania,12827.0
6396,17512,Columbia,Pennsylvania,47771.0
6397,17516,Conestoga,Pennsylvania,2383.0
6398,17517,Denver,Pennsylvania,34162.0
6399,17518,Drumore,Pennsylvania,1608.0
6400,17519,East Earl,Pennsylvania,14223.0
6401,17520,East Petersburg,Pennsylvania,7988.0
6403,17522,Ephrata,Pennsylvania,88221.0
6404,17527,Gap,Pennsylvania,12420.0
6406,17529,Gordonville,Pennsylvania,7570.0
6407,17532,Holtwood,Pennsylvania,8942.0
6410,17535,Kinzers,Pennsylvania,6667.0
6411,17536,Kirkwood,Pennsylvania,4531.0
6413,17538,Landisville,Pennsylvania,12330.0
6414,17540,Leola,Pennsylvania,12915.0
