,zipcode,city,state,popsum
2,1001,Agawam,Massachusetts,20545.0
3,1002,Amherst,Massachusetts,33219.0
4,1003,Amherst,Massachusetts,23661.0
6,1005,Barre,Massachusetts,8151.0
7,1007,Belchertown,Massachusetts,30796.0
8,1008,Blandford,Massachusetts,1028.0
9,1009,Bondsville,Massachusetts,1977.0
10,1010,Brimfield,Massachusetts,6093.0
11,1011,Chester,Massachusetts,3571.0
12,1012,Chesterfield,Massachusetts,1717.0
13,1013,Chicopee,Massachusetts,24405.0
15,1020,Chicopee,Massachusetts,80009.0
17,1022,Chicopee,Massachusetts,4147.0
18,1026,Cummington,Massachusetts,1642.0
19,1027,Easthampton,Massachusetts,36853.0
20,1028,East Longmeadow,Massachusetts,41228.0
21,1029,East Otis,Massachusetts,1336.0
22,1030,Feeding Hills,Massachusetts,30695.0
23,1031,Gilbertville,Massachusetts,2943.0
24,1032,Goshen,Massachusetts,1474.0
25,1033,Granby,Massachusetts,6593.0
26,1034,Granville,Massachusetts,3464.0
27,1035,Hadley,Massachusetts,8648.0
28,1036,Hampden,Massachusetts,13107.0
29,1037,Hardwick,Massachusetts,2174.0
30,1038,Hatfield,Massachusetts,6496.0
31,1039,Haydenville,Massachusetts,2892.0
32,1040,Holyoke,Massachusetts,87089.0
34,1050,Huntington,Massachusetts,2077.0
35,1053,Leeds,Massachusetts,3813.0
36,1054,Leverett,Massachusetts,3539.0
37,1056,Ludlow,Massachusetts,36170.0
38,1057,Monson,Massachusetts,22767.0
40,1060,Northampton,Massachusetts,29508.0
42,1062,Florence,Massachusetts,31597.0
43,1063,Northampton,Massachusetts,1271.0
44,1066,North Hatfield,Massachusetts,173.0
45,1068,Oakham,Massachusetts,4985.0
46,1069,Palmer,Massachusetts,13488.0
47,1070,Plainfield,Massachusetts,996.0
48,1071,Russell,Massachusetts,4317.0
49,1072,Shutesbury,Massachusetts,4096.0
50,1073,Southampton,Massachusetts,6869.0
51,1074,South Barre,Massachusetts,822.0
52,1075,South Hadley,Massachusetts,46681.0
53,1077,Southwick,Massachusetts,11367.0
54,1079,Thorndike,Massachusetts,1765.0
55,1080,Three Rivers,Massachusetts,5297.0
56,1081,Wales,Massachusetts,2857.0
57,1082,Ware,Massachusetts,22109.0
58,1083,Warren,Massachusetts,7892.0
59,1084,West Chesterfield,Massachusetts,380.0
60,1085,Westfield,Massachusetts,44196.0
61,1086,Westfield,Massachusetts,781.0
62,1088,West Hatfield,Massachusetts,1374.0
63,1089,West Springfield,Massachusetts,62321.0
65,1092,West Warren,Massachusetts,2290.0
66,1093,Whately,Massachusetts,652.0
67,1094,Wheelwright,Massachusetts,763.0
68,1095,Wilbraham,Massachusetts,30067.0
69,1096,Williamsburg,Massachusetts,5741.0
70,1097,Woronoco,Massachusetts,76.0
71,1098,Worthington,Massachusetts,2989.0
74,1103,Springfield,Massachusetts,5120.0
75,1104,Springfield,Massachusetts,24637.0
76,1105,Springfield,Massachusetts,32417.0
77,1106,Longmeadow,Massachusetts,39001.0
78,1107,Springfield,Massachusetts,14905.0
79,1108,Springfield,Massachusetts,55196.0
80,1109,Springfield,Massachusetts,67941.0
84,1118,Springfield,Massachusetts,39186.0
85,1119,Springfield,Massachusetts,37445.0
86,1128,Springfield,Massachusetts,6397.0
87,1129,Springfield,Massachusetts,14897.0
91,1151,Indian Orchard,Massachusetts,5150.0
93,1199,Springfield,Massachusetts,0.0
94,1201,Pittsfield,Massachusetts,93452.0
97,1220,Adams,Massachusetts,13905.0
98,1222,Ashley Falls,Massachusetts,2134.0
99,1223,Becket,Massachusetts,5132.0
100,1224,Berkshire,Massachusetts,298.0
101,1225,Cheshire,Massachusetts,8157.0
102,1226,Dalton,Massachusetts,7488.0
104,1229,Glendale,Massachusetts,252.0
105,1230,Great Barrington,Massachusetts,18069.0
106,1235,Hinsdale,Massachusetts,3241.0
107,1236,Housatonic,Massachusetts,867.0
108,1237,Lanesborough,Massachusetts,6827.0
109,1238,Lee,Massachusetts,9666.0
110,1240,Lenox,Massachusetts,7553.0
111,1242,Lenox Dale,Massachusetts,1076.0
112,1243,Middlefield,Massachusetts,566.0
113,1244,Mill River,Massachusetts,327.0
114,1245,Monterey,Massachusetts,1593.0
115,1247,North Adams,Massachusetts,17919.0
117,1253,Otis,Massachusetts,1581.0
118,1254,Richmond,Massachusetts,2571.0
119,1255,Sandisfield,Massachusetts,857.0
120,1256,Savoy,Massachusetts,1453.0
121,1257,Sheffield,Massachusetts,3525.0
122,1258,South Egremont,Massachusetts,993.0
123,1259,Southfield,Massachusetts,1404.0
124,1260,South Lee,Massachusetts,299.0
125,1262,Stockbridge,Massachusetts,2631.0
127,1264,Tyringham,Massachusetts,306.0
128,1266,West Stockbridge,Massachusetts,3189.0
129,1267,Williamstown,Massachusetts,12217.0
130,1270,Windsor,Massachusetts,510.0
131,1301,Greenfield,Massachusetts,46877.0
133,1330,Ashfield,Massachusetts,3874.0
134,1331,Athol,Massachusetts,36409.0
135,1337,Bernardston,Massachusetts,5439.0
136,1338,Buckland,Massachusetts,428.0
137,1339,Charlemont,Massachusetts,2969.0
138,1340,Colrain,Massachusetts,1773.0
139,1341,Conway,Massachusetts,5095.0
140,1342,Deerfield,Massachusetts,3974.0
141,1343,Drury,Massachusetts,163.0
142,1344,Erving,Massachusetts,2485.0
143,1346,Heath,Massachusetts,940.0
144,1347,Lake Pleasant,Massachusetts,113.0
145,1349,Millers Falls,Massachusetts,1156.0
146,1350,Monroe Bridge,Massachusetts,326.0
147,1351,Montague,Massachusetts,4963.0
148,1354,Gill,Massachusetts,4089.0
149,1355,New Salem,Massachusetts,1993.0
150,1360,Northfield,Massachusetts,6150.0
151,1364,Orange,Massachusetts,12323.0
152,1366,Petersham,Massachusetts,2745.0
153,1367,Rowe,Massachusetts,851.0
154,1368,Royalston,Massachusetts,2139.0
155,1370,Shelburne Falls,Massachusetts,2767.0
156,1373,South Deerfield,Massachusetts,10564.0
157,1375,Sunderland,Massachusetts,3801.0
158,1376,Turners Falls,Massachusetts,14040.0
159,1378,Warwick,Massachusetts,2082.0
160,1379,Wendell,Massachusetts,2072.0
162,1420,Fitchburg,Massachusetts,49345.0
163,1430,Ashburnham,Massachusetts,15310.0
164,1431,Ashby,Massachusetts,4882.0
165,1432,Ayer,Massachusetts,17975.0
166,1434,Devens,Massachusetts,4656.0
167,1436,Baldwinville,Massachusetts,7047.0
168,1438,East Templeton,Massachusetts,1228.0
169,1440,Gardner,Massachusetts,27144.0
171,1450,Groton,Massachusetts,22530.0
172,1451,Harvard,Massachusetts,7779.0
173,1452,Hubbardston,Massachusetts,6871.0
174,1453,Leominster,Massachusetts,64539.0
175,1460,Littleton,Massachusetts,10918.0
176,1462,Lunenburg,Massachusetts,21599.0
177,1463,Pepperell,Massachusetts,24945.0
178,1464,Shirley,Massachusetts,12415.0
179,1467,Still River,Massachusetts,607.0
180,1468,Templeton,Massachusetts,8528.0
181,1469,Townsend,Massachusetts,7622.0
185,1473,Westminster,Massachusetts,19204.0
186,1474,West Townsend,Massachusetts,2418.0
187,1475,Winchendon,Massachusetts,18565.0
188,1501,Auburn,Massachusetts,10638.0
189,1503,Berlin,Massachusetts,7416.0
190,1504,Blackstone,Massachusetts,24109.0
191,1505,Boylston,Massachusetts,9003.0
192,1506,Brookfield,Massachusetts,8921.0
193,1507,Charlton,Massachusetts,33879.0
196,1510,Clinton,Massachusetts,37583.0
197,1515,East Brookfield,Massachusetts,4510.0
198,1516,Douglas,Massachusetts,14476.0
199,1518,Fiskdale,Massachusetts,2909.0
200,1519,Grafton,Massachusetts,6783.0
201,1520,Holden,Massachusetts,28604.0
202,1521,Holland,Massachusetts,3849.0
203,1522,Jefferson,Massachusetts,8752.0
204,1523,Lancaster,Massachusetts,11932.0
205,1524,Leicester,Massachusetts,7224.0
206,1525,Linwood,Massachusetts,330.0
208,1527,Millbury,Massachusetts,35767.0
209,1529,Millville,Massachusetts,5676.0
210,1531,New Braintree,Massachusetts,1047.0
211,1532,Northborough,Massachusetts,24706.0
212,1534,Northbridge,Massachusetts,11161.0
213,1535,North Brookfield,Massachusetts,8119.0
214,1536,North Grafton,Massachusetts,17767.0
215,1537,North Oxford,Massachusetts,5873.0
217,1540,Oxford,Massachusetts,19114.0
218,1541,Princeton,Massachusetts,8897.0
219,1542,Rochdale,Massachusetts,4500.0
220,1543,Rutland,Massachusetts,10065.0
221,1545,Shrewsbury,Massachusetts,61575.0
223,1550,Southbridge,Massachusetts,26251.0
224,1560,South Grafton,Massachusetts,2878.0
225,1561,South Lancaster,Massachusetts,559.0
226,1562,Spencer,Massachusetts,19489.0
227,1564,Sterling,Massachusetts,13883.0
228,1566,Sturbridge,Massachusetts,6424.0
229,1568,Upton,Massachusetts,5473.0
230,1569,Uxbridge,Massachusetts,14346.0
231,1570,Webster,Massachusetts,45304.0
232,1571,Dudley,Massachusetts,31190.0
233,1581,Westborough,Massachusetts,45833.0
234,1583,West Boylston,Massachusetts,15715.0
235,1585,West Brookfield,Massachusetts,10189.0
237,1588,Whitinsville,Massachusetts,11878.0
238,1590,Sutton,Massachusetts,23984.0
240,1602,Worcester,Massachusetts,22097.0
241,1603,Worcester,Massachusetts,33333.0
242,1604,Worcester,Massachusetts,92859.0
243,1605,Worcester,Massachusetts,31783.0
244,1606,Worcester,Massachusetts,32661.0
245,1607,Worcester,Massachusetts,13107.0
246,1608,Worcester,Massachusetts,8951.0
247,1609,Worcester,Massachusetts,14431.0
248,1610,Worcester,Massachusetts,40462.0
249,1611,Cherry Valley,Massachusetts,3612.0
250,1612,Paxton,Massachusetts,7704.0
256,1701,Framingham,Massachusetts,50267.0
257,1702,Framingham,Massachusetts,43011.0
261,1718,Acton,Massachusetts,899.0
262,1719,Boxborough,Massachusetts,8246.0
263,1720,Acton,Massachusetts,44266.0
264,1721,Ashland,Massachusetts,36721.0
265,1730,Bedford,Massachusetts,28385.0
266,1731,Hanscom Afb,Massachusetts,3607.0
267,1740,Bolton,Massachusetts,10990.0
268,1741,Carlisle,Massachusetts,10012.0
269,1742,Concord,Massachusetts,40324.0
270,1745,Fayville,Massachusetts,805.0
271,1746,Holliston,Massachusetts,33585.0
272,1747,Hopedale,Massachusetts,12971.0
273,1748,Hopkinton,Massachusetts,32725.0
274,1749,Hudson,Massachusetts,17985.0
275,1752,Marlborough,Massachusetts,83308.0
276,1754,Maynard,Massachusetts,26663.0
277,1756,Mendon,Massachusetts,11817.0
278,1757,Milford,Massachusetts,54965.0
279,1760,Natick,Massachusetts,69838.0
280,1770,Sherborn,Massachusetts,11505.0
281,1772,Southborough,Massachusetts,5128.0
282,1773,Lincoln,Massachusetts,11507.0
283,1775,Stow,Massachusetts,16718.0
284,1776,Sudbury,Massachusetts,44379.0
285,1778,Wayland,Massachusetts,26019.0
287,1801,Woburn,Massachusetts,64362.0
288,1803,Burlington,Massachusetts,54008.0
290,1810,Andover,Massachusetts,88653.0
294,1821,Billerica,Massachusetts,77553.0
296,1824,Chelmsford,Massachusetts,38300.0
297,1826,Dracut,Massachusetts,53417.0
298,1827,Dunstable,Massachusetts,2238.0
299,1830,Haverhill,Massachusetts,54723.0
301,1832,Haverhill,Massachusetts,26790.0
302,1833,Georgetown,Massachusetts,14440.0
303,1834,Groveland,Massachusetts,7559.0
304,1835,Haverhill,Massachusetts,37019.0
305,1840,Lawrence,Massachusetts,9803.0
306,1841,Lawrence,Massachusetts,90416.0
308,1843,Lawrence,Massachusetts,65873.0
309,1844,Methuen,Massachusetts,84137.0
310,1845,North Andover,Massachusetts,61765.0
311,1850,Lowell,Massachusetts,32914.0
312,1851,Lowell,Massachusetts,70102.0
313,1852,Lowell,Massachusetts,74863.0
315,1854,Lowell,Massachusetts,62717.0
316,1860,Merrimac,Massachusetts,12867.0
317,1862,North Billerica,Massachusetts,6302.0
318,1863,North Chelmsford,Massachusetts,14660.0
319,1864,North Reading,Massachusetts,39603.0
322,1867,Reading,Massachusetts,60537.0
323,1876,Tewksbury,Massachusetts,63243.0
324,1879,Tyngsboro,Massachusetts,22524.0
325,1880,Wakefield,Massachusetts,41498.0
327,1886,Westford,Massachusetts,27462.0
328,1887,Wilmington,Massachusetts,56562.0
331,1890,Winchester,Massachusetts,34431.0
333,1901,Lynn,Massachusetts,2992.0
334,1902,Lynn,Massachusetts,72866.0
336,1904,Lynn,Massachusetts,49118.0
337,1905,Lynn,Massachusetts,54779.0
338,1906,Saugus,Massachusetts,31679.0
339,1907,Swampscott,Massachusetts,35718.0
340,1908,Nahant,Massachusetts,5549.0
342,1913,Amesbury,Massachusetts,40701.0
343,1915,Beverly,Massachusetts,80131.0
344,1921,Boxford,Massachusetts,8545.0
345,1922,Byfield,Massachusetts,5558.0
346,1923,Danvers,Massachusetts,17832.0
347,1929,Essex,Massachusetts,5704.0
348,1930,Gloucester,Massachusetts,59684.0
351,1937,Hathorne,Massachusetts,272.0
352,1938,Ipswich,Massachusetts,26979.0
353,1940,Lynnfield,Massachusetts,18885.0
354,1944,Manchester,Massachusetts,5698.0
355,1945,Marblehead,Massachusetts,41850.0
356,1949,Middleton,Massachusetts,18225.0
357,1950,Newburyport,Massachusetts,38422.0
358,1951,Newbury,Massachusetts,7639.0
359,1952,Salisbury,Massachusetts,14346.0
360,1960,Peabody,Massachusetts,140877.0
363,1966,Rockport,Massachusetts,14420.0
364,1969,Rowley,Massachusetts,9085.0
365,1970,Salem,Massachusetts,106840.0
367,1982,South Hamilton,Massachusetts,9462.0
368,1983,Topsfield,Massachusetts,15737.0
369,1984,Wenham,Massachusetts,5548.0
370,1985,West Newbury,Massachusetts,6695.0
372,2019,Bellingham,Massachusetts,32739.0
374,2021,Canton,Massachusetts,57630.0
375,2025,Cohasset,Massachusetts,19922.0
376,2026,Dedham,Massachusetts,55401.0
378,2030,Dover,Massachusetts,10303.0
379,2032,East Walpole,Massachusetts,7044.0
380,2035,Foxboro,Massachusetts,34293.0
381,2038,Franklin,Massachusetts,71163.0
384,2043,Hingham,Massachusetts,36498.0
386,2045,Hull,Massachusetts,10788.0
387,2047,Humarock,Massachusetts,452.0
388,2048,Mansfield,Massachusetts,53368.0
389,2050,Marshfield,Massachusetts,68750.0
391,2052,Medfield,Massachusetts,12977.0
392,2053,Medway,Massachusetts,27666.0
393,2054,Millis,Massachusetts,21017.0
395,2056,Norfolk,Massachusetts,21174.0
398,2061,Norwell,Massachusetts,28681.0
399,2062,Norwood,Massachusetts,56494.0
401,2066,Scituate,Massachusetts,26867.0
402,2067,Sharon,Massachusetts,39792.0
404,2071,South Walpole,Massachusetts,3999.0
405,2072,Stoughton,Massachusetts,31291.0
406,2081,Walpole,Massachusetts,49188.0
407,2090,Westwood,Massachusetts,32482.0
408,2093,Wrentham,Massachusetts,16871.0
409,2108,Boston,Massachusetts,8574.0
410,2109,Boston,Massachusetts,5958.0
411,2110,Boston,Massachusetts,4475.0
412,2111,Boston,Massachusetts,8891.0
414,2113,Boston,Massachusetts,11358.0
415,2114,Boston,Massachusetts,26625.0
416,2115,Boston,Massachusetts,45446.0
417,2116,Boston,Massachusetts,10996.0
419,2118,Boston,Massachusetts,55210.0
420,2119,Roxbury,Massachusetts,69045.0
421,2120,Roxbury Crossing,Massachusetts,25814.0
422,2121,Dorchester,Massachusetts,53462.0
423,2122,Dorchester,Massachusetts,36708.0
425,2124,Dorchester Center,Massachusetts,84343.0
426,2125,Dorchester,Massachusetts,84638.0
427,2126,Mattapan,Massachusetts,43237.0
428,2127,Boston,Massachusetts,62639.0
429,2128,Boston,Massachusetts,47159.0
430,2129,Charlestown,Massachusetts,35202.0
431,2130,Jamaica Plain,Massachusetts,56823.0
432,2131,Roslindale,Massachusetts,63611.0
433,2132,West Roxbury,Massachusetts,32373.0
435,2134,Allston,Massachusetts,54755.0
436,2135,Brighton,Massachusetts,52062.0
437,2136,Hyde Park,Massachusetts,47375.0
439,2138,Cambridge,Massachusetts,60190.0
440,2139,Cambridge,Massachusetts,19233.0
441,2140,Cambridge,Massachusetts,37977.0
442,2141,Cambridge,Massachusetts,31988.0
443,2142,Cambridge,Massachusetts,3040.0
444,2143,Somerville,Massachusetts,65798.0
445,2144,Somerville,Massachusetts,29070.0
446,2145,Somerville,Massachusetts,38810.0
447,2148,Malden,Massachusetts,133228.0
448,2149,Everett,Massachusetts,74925.0
449,2150,Chelsea,Massachusetts,40588.0
450,2151,Revere,Massachusetts,138307.0
451,2152,Winthrop,Massachusetts,30934.0
453,2155,Medford,Massachusetts,94521.0
455,2163,Boston,Massachusetts,1918.0
456,2169,Quincy,Massachusetts,97000.0
457,2170,Quincy,Massachusetts,44843.0
458,2171,Quincy,Massachusetts,20325.0
459,2176,Melrose,Massachusetts,43782.0
460,2180,Stoneham,Massachusetts,15291.0
461,2184,Braintree,Massachusetts,43369.0
463,2186,Milton,Massachusetts,61523.0
465,2188,Weymouth,Massachusetts,38702.0
466,2189,East Weymouth,Massachusetts,37498.0
467,2190,South Weymouth,Massachusetts,42682.0
468,2191,North Weymouth,Massachusetts,20909.0
470,2199,Boston,Massachusetts,3240.0
472,2203,Boston,Massachusetts,0.0
476,2210,Boston,Massachusetts,5275.0
479,2215,Boston,Massachusetts,42113.0
491,2301,Brockton,Massachusetts,161102.0
492,2302,Brockton,Massachusetts,71676.0
496,2322,Avon,Massachusetts,11511.0
497,2324,Bridgewater,Massachusetts,18364.0
500,2330,Carver,Massachusetts,12973.0
502,2332,Duxbury,Massachusetts,42689.0
503,2333,East Bridgewater,Massachusetts,15370.0
506,2338,Halifax,Massachusetts,20385.0
507,2339,Hanover,Massachusetts,30231.0
509,2341,Hanson,Massachusetts,12843.0
510,2343,Holbrook,Massachusetts,21305.0
513,2346,Middleboro,Massachusetts,60766.0
514,2347,Lakeville,Massachusetts,28909.0
518,2351,Abington,Massachusetts,42154.0
520,2356,North Easton,Massachusetts,33206.0
521,2357,North Easton,Massachusetts,1407.0
523,2359,Pembroke,Massachusetts,44491.0
524,2360,Plymouth,Massachusetts,150464.0
527,2364,Kingston,Massachusetts,27516.0
528,2366,South Carver,Massachusetts,97.0
529,2367,Plympton,Massachusetts,6187.0
530,2368,Randolph,Massachusetts,91454.0
531,2370,Rockland,Massachusetts,36856.0
532,2375,South Easton,Massachusetts,9952.0
533,2379,West Bridgewater,Massachusetts,18551.0
535,2382,Whitman,Massachusetts,16167.0
536,2420,Lexington,Massachusetts,37155.0
537,2421,Lexington,Massachusetts,36428.0
538,2445,Brookline,Massachusetts,24831.0
539,2446,Brookline,Massachusetts,69723.0
541,2451,Waltham,Massachusetts,28627.0
542,2452,Waltham,Massachusetts,31061.0
543,2453,Waltham,Massachusetts,56167.0
547,2457,Babson Park,Massachusetts,2027.0
548,2458,Newton,Massachusetts,12657.0
549,2459,Newton Center,Massachusetts,21077.0
550,2460,Newtonville,Massachusetts,19316.0
551,2461,Newton Highlands,Massachusetts,15194.0
552,2462,Newton Lower Falls,Massachusetts,3503.0
553,2464,Newton Upper Falls,Massachusetts,3918.0
554,2465,West Newton,Massachusetts,25249.0
555,2466,Auburndale,Massachusetts,13953.0
556,2467,Chestnut Hill,Massachusetts,48622.0
557,2468,Waban,Massachusetts,11332.0
559,2472,Watertown,Massachusetts,71631.0
560,2474,Arlington,Massachusetts,42022.0
562,2476,Arlington,Massachusetts,42227.0
564,2478,Belmont,Massachusetts,32228.0
566,2481,Wellesley Hills,Massachusetts,26856.0
567,2482,Wellesley,Massachusetts,27716.0
568,2492,Needham,Massachusetts,53823.0
569,2493,Weston,Massachusetts,12908.0
570,2494,Needham Heights,Massachusetts,19020.0
572,2532,Buzzards Bay,Massachusetts,21858.0
573,2534,Cataumet,Massachusetts,1752.0
574,2535,Chilmark,Massachusetts,709.0
575,2536,East Falmouth,Massachusetts,42465.0
576,2537,East Sandwich,Massachusetts,13607.0
577,2538,East Wareham,Massachusetts,4126.0
578,2539,Edgartown,Massachusetts,8577.0
579,2540,Falmouth,Massachusetts,13544.0
581,2542,Buzzards Bay,Massachusetts,2007.0
582,2543,Woods Hole,Massachusetts,1677.0
584,2553,Monument Beach,Massachusetts,499.0
585,2554,Nantucket,Massachusetts,21405.0
586,2556,North Falmouth,Massachusetts,4962.0
587,2557,Oak Bluffs,Massachusetts,11980.0
588,2558,Onset,Massachusetts,4384.0
589,2559,Pocasset,Massachusetts,2425.0
590,2561,Sagamore,Massachusetts,1364.0
591,2562,Sagamore Beach,Massachusetts,5018.0
592,2563,Sandwich,Massachusetts,11040.0
593,2564,Siasconset,Massachusetts,866.0
594,2568,Vineyard Haven,Massachusetts,8406.0
595,2571,Wareham,Massachusetts,16393.0
597,2575,West Tisbury,Massachusetts,7155.0
598,2576,West Wareham,Massachusetts,6402.0
599,2584,Nantucket,Massachusetts,27.0
600,2601,Hyannis,Massachusetts,37502.0
601,2630,Barnstable,Massachusetts,3727.0
602,2631,Brewster,Massachusetts,14760.0
603,2632,Centerville,Massachusetts,13164.0
604,2633,Chatham,Massachusetts,4499.0
606,2635,Cotuit,Massachusetts,3995.0
607,2637,Cummaquid,Massachusetts,404.0
608,2638,Dennis,Massachusetts,5153.0
609,2639,Dennis Port,Massachusetts,3499.0
610,2641,East Dennis,Massachusetts,371.0
611,2642,Eastham,Massachusetts,2951.0
612,2643,East Orleans,Massachusetts,40.0
613,2644,Forestdale,Massachusetts,10716.0
614,2645,Harwich,Massachusetts,25652.0
615,2646,Harwich Port,Massachusetts,4413.0
616,2647,Hyannis Port,Massachusetts,195.0
617,2648,Marstons Mills,Massachusetts,9134.0
618,2649,Mashpee,Massachusetts,34294.0
619,2650,North Chatham,Massachusetts,1863.0
620,2651,North Eastham,Massachusetts,42.0
621,2652,North Truro,Massachusetts,2020.0
622,2653,Orleans,Massachusetts,9598.0
623,2655,Osterville,Massachusetts,8812.0
624,2657,Provincetown,Massachusetts,1467.0
625,2659,South Chatham,Massachusetts,1262.0
626,2660,South Dennis,Massachusetts,13195.0
629,2663,South Wellfleet,Massachusetts,351.0
630,2664,South Yarmouth,Massachusetts,24717.0
631,2666,Truro,Massachusetts,2292.0
632,2667,Wellfleet,Massachusetts,6841.0
633,2668,West Barnstable,Massachusetts,7047.0
634,2669,West Chatham,Massachusetts,471.0
635,2670,West Dennis,Massachusetts,1599.0
636,2671,West Harwich,Massachusetts,2775.0
637,2672,West Hyannisport,Massachusetts,193.0
638,2673,West Yarmouth,Massachusetts,13102.0
639,2675,Yarmouth Port,Massachusetts,16856.0
640,2702,Assonet,Massachusetts,4424.0
641,2703,Attleboro,Massachusetts,50166.0
643,2713,Cuttyhunk,Massachusetts,111.0
645,2715,Dighton,Massachusetts,8038.0
646,2717,East Freetown,Massachusetts,10707.0
647,2718,East Taunton,Massachusetts,17451.0
648,2719,Fairhaven,Massachusetts,43226.0
649,2720,Fall River,Massachusetts,33028.0
650,2721,Fall River,Massachusetts,41979.0
652,2723,Fall River,Massachusetts,29959.0
653,2724,Fall River,Massachusetts,18372.0
654,2725,Somerset,Massachusetts,5689.0
655,2726,Somerset,Massachusetts,18852.0
656,2738,Marion,Massachusetts,13471.0
657,2739,Mattapoisett,Massachusetts,15745.0
658,2740,New Bedford,Massachusetts,93747.0
661,2743,Acushnet,Massachusetts,23853.0
662,2744,New Bedford,Massachusetts,20507.0
663,2745,New Bedford,Massachusetts,38816.0
664,2746,New Bedford,Massachusetts,24042.0
665,2747,North Dartmouth,Massachusetts,15632.0
666,2748,South Dartmouth,Massachusetts,31760.0
667,2760,North Attleboro,Massachusetts,67680.0
669,2762,Plainville,Massachusetts,7555.0
670,2763,Attleboro Falls,Massachusetts,2042.0
671,2764,North Dighton,Massachusetts,8698.0
672,2766,Norton,Massachusetts,39449.0
673,2767,Raynham,Massachusetts,17496.0
675,2769,Rehoboth,Massachusetts,24738.0
676,2770,Rochester,Massachusetts,11124.0
677,2771,Seekonk,Massachusetts,31564.0
678,2777,Swansea,Massachusetts,34541.0
679,2779,Berkley,Massachusetts,16559.0
680,2780,Taunton,Massachusetts,49976.0
682,2790,Westport,Massachusetts,34852.0
683,2791,Westport Point,Massachusetts,430.0
685,2802,Albion,Rhode Island,1292.0
686,2804,Ashaway,Rhode Island,7438.0
687,2806,Barrington,Rhode Island,42865.0
688,2807,Block Island,Rhode Island,2779.0
689,2808,Bradford,Rhode Island,6048.0
690,2809,Bristol,Rhode Island,25607.0
691,2812,Carolina,Rhode Island,1629.0
692,2813,Charlestown,Rhode Island,8580.0
693,2814,Chepachet,Rhode Island,7782.0
694,2815,Clayville,Rhode Island,616.0
695,2816,Coventry,Rhode Island,87583.0
696,2817,West Greenwich,Rhode Island,13679.0
697,2818,East Greenwich,Rhode Island,37353.0
698,2822,Exeter,Rhode Island,10802.0
701,2825,Foster,Rhode Island,6300.0
702,2826,Glendale,Rhode Island,2083.0
703,2827,Greene,Rhode Island,5858.0
704,2828,Greenville,Rhode Island,11881.0
706,2830,Harrisville,Rhode Island,12172.0
707,2831,Hope,Rhode Island,7468.0
708,2832,Hope Valley,Rhode Island,9881.0
709,2833,Hopkinton,Rhode Island,1643.0
710,2835,Jamestown,Rhode Island,14167.0
711,2836,Kenyon,Rhode Island,355.0
712,2837,Little Compton,Rhode Island,3831.0
713,2838,Manville,Rhode Island,6759.0
714,2839,Mapleville,Rhode Island,3166.0
715,2840,Newport,Rhode Island,28144.0
716,2841,Newport,Rhode Island,3155.0
717,2842,Middletown,Rhode Island,38300.0
718,2852,North Kingstown,Rhode Island,34667.0
719,2857,North Scituate,Rhode Island,17890.0
720,2858,Oakland,Rhode Island,377.0
721,2859,Pascoag,Rhode Island,10521.0
722,2860,Pawtucket,Rhode Island,123964.0
723,2861,Pawtucket,Rhode Island,55663.0
725,2863,Central Falls,Rhode Island,41770.0
726,2864,Cumberland,Rhode Island,71111.0
727,2865,Lincoln,Rhode Island,21409.0
728,2871,Portsmouth,Rhode Island,38047.0
729,2872,Prudence Island,Rhode Island,478.0
730,2873,Rockville,Rhode Island,280.0
731,2874,Saunderstown,Rhode Island,12277.0
732,2875,Shannock,Rhode Island,479.0
733,2876,Slatersville,Rhode Island,739.0
735,2878,Tiverton,Rhode Island,26506.0
736,2879,Wakefield,Rhode Island,42225.0
738,2881,Kingston,Rhode Island,21592.0
739,2882,Narragansett,Rhode Island,24897.0
741,2885,Warren,Rhode Island,23202.0
742,2886,Warwick,Rhode Island,29977.0
744,2888,Warwick,Rhode Island,44871.0
745,2889,Warwick,Rhode Island,31702.0
746,2891,Westerly,Rhode Island,33369.0
747,2892,West Kingston,Rhode Island,5736.0
748,2893,West Warwick,Rhode Island,48285.0
749,2894,Wood River Junction,Rhode Island,811.0
750,2895,Woonsocket,Rhode Island,49104.0
751,2896,North Smithfield,Rhode Island,20057.0
752,2898,Wyoming,Rhode Island,4280.0
755,2903,Providence,Rhode Island,18658.0
756,2904,Providence,Rhode Island,62239.0
757,2905,Providence,Rhode Island,66705.0
758,2906,Providence,Rhode Island,72477.0
759,2907,Providence,Rhode Island,71116.0
760,2908,Providence,Rhode Island,74939.0
761,2909,Providence,Rhode Island,110582.0
762,2910,Cranston,Rhode Island,35766.0
763,2911,North Providence,Rhode Island,25017.0
764,2912,Providence,Rhode Island,3413.0
765,2914,East Providence,Rhode Island,47952.0
766,2915,Riverside,Rhode Island,26549.0
767,2916,Rumford,Rhode Island,12375.0
768,2917,Smithfield,Rhode Island,21983.0
770,2919,Johnston,Rhode Island,77661.0
771,2920,Cranston,Rhode Island,26309.0
772,2921,Cranston,Rhode Island,20532.0
774,3031,Amherst,New Hampshire,30285.0
775,3032,Auburn,New Hampshire,10788.0
776,3033,Brookline,New Hampshire,10335.0
777,3034,Candia,New Hampshire,4908.0
778,3036,Chester,New Hampshire,7538.0
779,3037,Deerfield,New Hampshire,10921.0
780,3038,Derry,New Hampshire,91785.0
